feature_index,importance
67,9.354207673774034e-05
347,9.338313874141211e-05
610,9.30193580642999e-05
210,9.277610932289109e-05
367,9.272173583824093e-05
837,9.237871906127174e-05
421,9.22419921306099e-05
693,9.174454345013583e-05
135,9.101967482608614e-05
671,9.038894117491184e-05
691,9.026530347039134e-05
618,8.901570792107964e-05
666,8.87700786038284e-05
602,8.858024044052258e-05
459,8.834109875680985e-05
834,8.771635653000112e-05
387,8.735661109707532e-05
190,8.569531382090786e-05
353,8.553659280085382e-05
326,8.544134113566443e-05
688,8.52377199833094e-05
187,8.465202509667528e-05
730,8.413009121185217e-05
136,8.366227853392352e-05
533,8.333415122382122e-05
369,8.249371766711943e-05
137,8.236839583756529e-05
228,8.195772665863275e-05
780,8.165565445868682e-05
123,8.106285151286852e-05
248,8.09480763641786e-05
372,8.092947530187721e-05
356,7.998308082581336e-05
828,7.984533292787242e-05
807,7.868696822933052e-05
342,7.863134947563665e-05
615,7.84498430934882e-05
829,7.841056163281766e-05
576,7.834709120240981e-05
251,7.791570562112443e-05
6,7.747944060167246e-05
763,7.745856699038817e-05
717,7.704131808279152e-05
364,7.679749585560949e-05
310,7.650510434838231e-05
236,7.615421141888362e-05
225,7.520669382806604e-05
724,7.464945308323976e-05
385,7.448386465274424e-05
170,7.426516255497422e-05
734,7.405123205869397e-05
198,7.359438856765074e-05
839,7.357473768963777e-05
359,7.290662245496958e-05
695,7.231881117714051e-05
214,7.219114414548263e-05
173,7.136007329492457e-05
530,7.124054385514171e-05
737,6.978218648330437e-05
728,6.843913390954632e-05
745,6.806017723151222e-05
344,6.776150456583381e-05
697,6.747379462025677e-05
554,6.738168756702184e-05
336,6.608480387434446e-05
791,6.576199367632435e-05
731,6.518651781972388e-05
799,6.505066730121996e-05
605,6.486822295975721e-05
174,6.455683967426058e-05
22,6.42056975229198e-05
171,6.39293084287002e-05
722,6.369835319798339e-05
337,6.351003989393273e-05
527,6.342411358334663e-05
575,6.243534110789929e-05
436,6.226060177063566e-05
242,6.218126724823971e-05
2,6.16748480602123e-05
516,5.834480172213861e-05
694,5.806050859176255e-05
760,5.786810938123318e-05
362,5.7472859753435865e-05
577,5.707664771602096e-05
609,5.6122941868001136e-05
514,5.601694204668681e-05
757,5.541289780688976e-05
692,5.536443943036538e-05
810,5.531166605227345e-05
183,5.515179833185798e-05
726,5.490952352706787e-05
366,5.469302228588956e-05
732,5.415957701097777e-05
341,5.4142327376226033e-05
363,5.3977500831020985e-05
192,5.292541367415263e-05
180,5.291943729050539e-05
188,5.283999550355768e-05
239,5.272404802897511e-05
301,5.18558961442048e-05
797,5.1073101438283246e-05
801,5.100484058393382e-05
184,5.0980934119628284e-05
207,4.937019775630839e-05
234,4.926283102112534e-05
762,4.911360601932612e-05
836,4.9011559704709055e-05
758,4.8804103813381044e-05
634,4.842164891187438e-05
357,4.766520801242917e-05
805,4.749843969191215e-05
345,4.744482912190736e-05
216,4.68973586810605e-05
339,4.6431704508310484e-05
739,4.6373625776379816e-05
0,4.614773744748346e-05
599,4.5915862413083055e-05
699,4.575949612103387e-05
179,4.5000313835838505e-05
526,4.444534017206625e-05
603,4.328653628566303e-05
161,4.2907762545020686e-05
800,4.270859913936733e-05
838,4.262204560692132e-05
723,4.253506006560029e-05
559,4.218921360000285e-05
698,4.207726969175651e-05
809,4.1148570214647174e-05
517,4.1032041676585946e-05
783,4.017709602437196e-05
736,3.923022437221017e-05
798,3.920825047917055e-05
354,3.9191556900349476e-05
175,3.8203333920357694e-05
178,3.7782331418110164e-05
24,3.6800826597819814e-05
365,3.658755721492227e-05
193,3.639388255360102e-05
727,3.6236633150382915e-05
531,3.599151297536487e-05
208,3.5574017001408895e-05
348,3.5117841110009403e-05
521,3.5065938918160374e-05
176,3.50115383262752e-05
340,3.455512498249875e-05
796,3.3286889869194085e-05
